CustomerID,Gender,Age,Annual Income,Spending Score,Profession,Work Experience,Family Size,CLUSTER,DISTANCE
467,Male,-1.72213983,1.6456261683,1.0394792459,Doctor,2.7784122174,-0.897374776,1,3.2723437795
468,Female,0.7400698944,0.0224789881,0.0729380616,Executive,2.0135361769,0.6248894753,3,2.4960297604
469,Female,-0.068941872,0.7252845329,-1.394772626,Artist,-0.026133265,-0.389953359,1,1.1130706271
470,Male,-1.26487231,1.5670945464,-1.036794409,Healthcare,1.7585774967,0.1174680581,1,1.8030192339
471,Male,1.3028606886,-0.268232308,-0.17764669,Homemaker,1.5036188165,0.6248894753,3,2.0263577275
472,Male,1.4787328118,-0.371009912,-0.822007479,Artist,2.7784122174,1.6397323097,3,3.3966794972
473,Male,1.6897793596,-0.134453078,-0.034455403,Healthcare,0.9937014561,-0.897374776,4,1.9051835554
474,Male,-1.018651338,0.439033273,1.4690531055,Artist,3.2883295778,0.6248894753,2,3.4244827353
475,Female,-1.335221159,-1.126592555,1.4690531055,Healthcare,0.2288254155,0.1174680581,2,1.2642659345
476,Female,-0.73725594,-0.672587082,-0.213444512,Lawyer,1.2486601363,-0.897374776,1,1.5374011731
477,Male,-0.596558242,-0.129162251,-0.320837976,Artist,-1.045967986,1.6397323097,3,1.8599819392
478,Male,1.16216299,1.7050277319,-0.750411836,Lawyer,-1.045967986,1.1323108925,3,2.200671477
479,Male,-0.350337269,1.6791638932,0.5383097429,Healthcare,-0.281091945,1.1323108925,4,2.3389864235
480,Male,-1.475918858,0.5088853142,1.2184683541,Entertainment,-0.536050625,-1.404796194,4,2.2191698164
481,Female,-1.26487231,1.4356327863,0.7172988511,Artist,0.4837840957,-0.389953359,1,1.8543538971
482,Female,-0.526209393,0.9653831608,-0.285040155,Healthcare,1.2486601363,1.1323108925,1,1.9042228676
483,Male,0.9511164422,0.9814305467,1.0752770675,Healthcare,-1.045967986,-0.897374776,4,1.2812135266
484,Female,-0.666907091,-1.05820533,0.3235228131,Healthcare,-0.791009305,-1.404796194,4,2.1151389779
485,Female,0.7048954697,0.0460472198,-0.60722055,Healthcare,-0.791009305,1.6397323097,3,1.223435115
486,Male,-0.948302488,-1.146684582,0.2877249914,Homemaker,-0.536050625,0.1174680581,2,1.0500047624
487,Female,0.388325648,-0.718739714,1.0752770675,Artist,-0.791009305,1.1323108925,2,1.667705431
488,Male,0.5993721958,0.3124688078,-0.929400944,Artist,-1.045967986,-1.404796194,4,1.9951087539
489,Female,0.2828023741,0.5577270857,-0.60722055,Artist,1.2486601363,-1.404796194,1,1.5671204042
490,Female,0.388325648,-0.629604574,1.0752770675,Healthcare,-0.791009305,0.1174680581,4,1.4384842825
491,Female,0.3531512234,0.4324306701,1.6480422137,Artist,-0.281091945,0.1174680581,4,1.2329297442
492,Female,0.1772791002,0.7383148354,1.325861819,Lawyer,-0.281091945,-1.404796194,4,1.15064798
493,Male,1.4435583871,-1.026744582,-1.609559555,Artist,-0.026133265,-0.897374776,3,2.0475969865
494,Female,-1.229697885,-0.961352578,-1.108390053,Artist,-1.045967986,0.1174680581,2,2.2168767509
495,Female,-0.526209393,0.5330875707,0.1087358832,Entertainment,-0.791009305,1.6397323097,2,1.9195945351
496,Female,1.267686264,1.5117157607,-1.215783517,Healthcare,2.0135361769,0.1174680581,1,2.7928450595
497,Female,1.1973374147,-0.379995574,0.5025119213,Doctor,-0.791009305,-1.404796194,4,1.4581833524
498,Male,-1.300046735,-0.572476754,1.6122443921,Homemaker,-0.281091945,-0.389953359,2,1.5045636066
499,Male,1.6194305103,0.2403430226,-1.71695302,,2.0135361769,-0.389953359,3,2.9074200486
500,Male,-0.27998842,-0.98402443,1.4332552839,Artist,0.4837840957,1.6397323097,2,1.6007870019
501,Female,-0.385511694,-0.304721528,1.6122443921,Healthcare,0.4837840957,-0.389953359,2,1.4231891201
502,Male,0.6697210451,-0.839095108,0.3593206347,Healthcare,0.9937014561,0.6248894753,2,1.6796824885
503,Female,-1.581442132,-1.260065704,-1.072592231,Healthcare,-1.045967986,1.6397323097,2,2.621845691
504,Female,-1.546267707,0.7455077373,-1.215783517,Artist,-0.791009305,-0.389953359,1,1.6368390272
505,Female,-1.616616556,1.5985990195,-1.466368269,Doctor,-0.791009305,-0.897374776,1,2.0916842877
506,Female,-1.018651338,0.0254523457,1.3974574623,Executive,-0.791009305,-0.389953359,2,1.6245784408
507,Female,-1.616616556,-1.003679198,-0.750411836,Executive,-0.791009305,-1.404796194,1,2.3791388576
508,Male,-0.455860543,-0.484631527,-1.251581339,Healthcare,-0.791009305,0.6248894753,3,1.3317588386
509,Female,0.7400698944,-0.125882812,0.430916278,Artist,-0.791009305,-1.404796194,4,1.1808343083
510,Female,-1.124174611,1.2314986679,-0.141848868,Artist,-0.791009305,0.6248894753,1,2.0368034763
511,Female,-0.631732667,-0.911986096,-1.215783517,Artist,0.4837840957,-1.404796194,1,1.7428178388
512,Female,-0.033767448,1.3856104169,1.6122443921,Entertainment,-1.045967986,-1.404796194,4,1.9048020147
513,Male,-0.73725594,-1.061353591,-0.786209658,Marketing,-1.045967986,-1.404796194,1,2.4206165028
514,Male,1.6897793596,1.5971123406,0.6815010295,Healthcare,1.2486601363,-0.389953359,4,2.2450563738
515,Male,1.1269885654,-0.589442383,-1.788548664,Artist,-0.791009305,-0.897374776,3,1.9362952632
516,Female,-0.420686119,0.8190764755,1.4332552839,Artist,-1.045967986,-0.897374776,4,1.5719782746
517,Male,1.267686264,0.4593439292,1.2900639973,Entertainment,-0.791009305,-1.404796194,4,1.4344402943
518,Female,1.0214652915,-1.109779967,1.5406487488,Homemaker,2.5234535373,1.6397323097,2,3.3563064197
519,Female,-1.26487231,-0.475995672,-1.752750842,Entertainment,2.2684948571,-0.389953359,1,2.2469973137
520,Female,0.1421046755,0.6422272858,-0.464029263,Healthcare,-0.791009305,0.6248894753,3,1.1484797232
521,Female,-0.27998842,1.1185985299,-0.070253225,Entertainment,-0.791009305,-0.389953359,4,1.4595697257
522,Female,-1.405570009,-1.168787998,0.3235228131,Engineer,-0.791009305,-1.404796194,2,2.3063699698
523,Male,-1.018651338,0.2015800589,-1.752750842,Healthcare,0.9937014561,-0.897374776,1,1.1941306327
524,Female,1.7249537843,1.2344938884,0.430916278,Doctor,-0.791009305,0.6248894753,4,2.0683878274
525,Female,-0.174465146,1.6481185416,-1.752750842,Healthcare,0.9937014561,1.1323108925,1,2.3193783789
526,Female,0.5993721958,0.5235116102,0.2877249914,Healthcare,2.7784122174,0.6248894753,1,3.0319791826
527,Female,0.3179767987,1.5248772408,0.824692316,Healthcare,-1.045967986,-0.389953359,4,1.4937061705
528,Male,1.6897793596,0.044844759,-1.072592231,Artist,1.2486601363,1.1323108925,3,2.0180109502
529,Male,-1.26487231,0.8641578241,-1.215783517,Doctor,-1.045967986,-0.389953359,1,1.7728287259
530,Male,-0.033767448,0.1115048133,1.4690531055,Artist,-0.536050625,-0.897374776,4,1.0924496435
531,Female,-0.068941872,-0.128943621,-0.249242333,Artist,-1.045967986,1.6397323097,3,1.5760081075
532,Male,1.5490816611,0.9147267666,0.5383097429,Doctor,2.5234535373,0.6248894753,4,3.1943503167
533,Female,-1.335221159,1.1271469331,-0.213444512,Engineer,-0.281091945,-0.897374776,1,1.3923213536
534,Female,0.6697210451,1.3342762721,0.2877249914,Doctor,-0.791009305,1.1323108925,3,2.0156923034
535,Female,1.3380351132,-0.721975426,0.7888944944,Artist,-1.045967986,-1.404796194,4,1.8289318504
536,Female,-0.948302488,-0.342784878,-1.215783517,Entertainment,-0.791009305,-0.897374776,1,1.7060873795
537,Male,1.4083839625,-0.785137413,-0.643018371,Doctor,-0.791009305,-0.897374776,3,1.7898440708
538,Male,0.2828023741,0.9080804378,1.4690531055,Engineer,1.2486601363,0.6248894753,4,2.1188679795
539,Male,1.4787328118,-0.848430577,-1.323176982,Artist,-0.026133265,-0.897374776,3,1.8933077389
540,Female,1.2325118393,0.8878135075,1.5764465705,Artist,-0.791009305,1.6397323097,4,2.6655523166
541,Male,0.2476279495,1.1410080267,0.0013424183,Executive,-1.045967986,0.1174680581,4,1.5500693782
542,Female,-0.80760479,-1.278933407,-0.750411836,Executive,-0.791009305,-0.897374776,2,2.2635123749
543,Female,0.2476279495,-0.228704142,1.2900639973,Artist,-0.791009305,0.6248894753,2,1.5444995244
544,Female,-1.511093282,1.3015912012,-1.000996588,Artist,-0.281091945,-0.897374776,1,1.4559336148
545,Female,-0.561383817,-0.480302668,-1.788548664,Entertainment,-0.791009305,-1.404796194,1,2.1565141272
546,Female,1.4083839625,-0.073739739,-0.893603123,,1.5036188165,1.1323108925,3,2.0744807537
547,Male,1.7601282089,1.1816730648,1.1468727108,Engineer,-1.045967986,-0.897374776,4,1.847784257
548,Female,-0.842779214,0.9900445387,1.2184683541,Artist,-0.536050625,-1.404796194,4,1.7961314045
549,Female,1.654604935,1.6648655411,-0.39243362,Entertainment,-0.791009305,1.6397323097,3,2.4706862605
550,Female,-0.491034968,-0.249933041,1.325861819,Homemaker,0.2288254155,-0.897374776,4,1.4096830735
551,Male,-1.159349036,-1.150095198,0.5025119213,Marketing,-1.045967986,-0.389953359,2,1.6492850105
552,Female,1.1269885654,-0.470508078,-1.394772626,Doctor,-0.791009305,1.6397323097,3,1.4492001499
553,Female,-1.475918858,0.8280621371,0.2877249914,Homemaker,-0.791009305,1.6397323097,2,2.1912803991
554,Female,-0.631732667,0.6309678801,0.3951184563,Marketing,-0.791009305,-1.404796194,4,1.5531212439
555,Female,-1.159349036,1.34061652,0.3951184563,Healthcare,-0.791009305,-0.389953359,1,2.0292916848
556,Male,1.4083839625,-1.174013236,1.719637857,Artist,-1.045967986,0.1174680581,4,2.3724980647
557,Male,1.2325118393,0.1504208175,0.430916278,Engineer,-1.045967986,1.1323108925,3,1.6494241522
558,Male,-0.315162845,1.6307375173,1.6122443921,Artist,-1.045967986,1.6397323097,2,2.9453044015
559,Female,-1.124174611,1.6581973494,-1.645357377,Healthcare,0.9937014561,0.6248894753,1,1.9001943967
560,Male,-1.72213983,0.8868952647,1.3616596406,Artist,-1.045967986,1.1323108925,2,2.339902361
561,Female,0.7048954697,0.2884414547,0.03714024,Artist,-0.791009305,1.6397323097,3,1.5115820635
562,Female,-1.124174611,1.28475675,-1.394772626,Lawyer,1.7585774967,1.1323108925,1,2.2709464464
563,Female,-1.72213983,0.7031155282,-0.929400944,Entertainment,0.9937014561,-1.404796194,1,1.4197420566
564,Female,-0.526209393,-1.131467987,-1.71695302,Entertainment,1.2486601363,0.6248894753,1,2.2953140999
565,Female,0.0717558263,0.6708458529,1.7554356787,Healthcare,2.7784122174,-1.404796194,4,3.2783793879
566,Male,0.1772791002,-0.128506363,0.5741075645,Healthcare,-0.791009305,1.6397323097,2,1.7929104927
567,Female,-1.053825762,1.5216415281,-1.323176982,Artist,3.2883295778,0.6248894753,1,3.1760555847
568,Female,1.7601282089,1.3590906905,-1.358974804,Engineer,-1.045967986,-0.389953359,3,2.3475348758
569,Female,-1.651790981,-0.202905892,1.1110748891,Healthcare,-0.026133265,-0.389953359,2,1.4163129602
570,Female,1.4787328118,1.7324657012,-0.499827085,Engineer,0.9937014561,-1.404796194,4,2.4949274478
571,Male,0.5641977712,-0.451421746,0.5025119213,Artist,-0.791009305,1.1323108925,3,1.4751351913
572,Female,-0.068941872,0.0331262319,-0.965198766,Executive,-0.026133265,0.6248894753,3,0.857137174
573,Female,1.4787328118,1.5532115899,0.3593206347,Artist,-0.026133265,0.6248894753,4,2.0120298172
574,Female,0.5290233466,-1.129084928,-0.714614014,Artist,-0.791009305,-0.389953359,3,1.389793714
575,Female,1.4787328118,-1.090431279,-1.000996588,Artist,-0.791009305,1.1323108925,3,1.4287319753
576,Male,-0.596558242,0.8563308974,-0.60722055,Artist,0.4837840957,-0.389953359,1,0.453418273
577,Male,-1.194523461,0.7005794291,1.6838400354,Engineer,0.9937014561,0.6248894753,2,1.9192478939
578,Male,-0.948302488,1.1339463024,1.1826705324,Artist,0.9937014561,-0.389953359,4,2.0703142289
579,Female,-0.420686119,0.7753287652,1.3616596406,Healthcare,-0.026133265,0.1174680581,4,1.415578155
580,Male,1.1973374147,0.5364325981,0.0729380616,Lawyer,-0.026133265,0.6248894753,3,1.2835793825
581,Female,1.4083839625,0.5532451864,-1.788548664,Marketing,0.2288254155,-1.404796194,3,2.5284668684
582,Female,-0.561383817,0.0100389845,0.5741075645,Artist,1.2486601363,0.1174680581,2,1.2952400059
583,Female,-1.26487231,0.7297664322,0.3951184563,Entertainment,2.0135361769,0.6248894753,1,2.2530887753
584,Female,0.775244319,1.4566649189,0.1803315265,Doctor,0.4837840957,-0.897374776,4,1.4254539997
585,Female,-1.370395584,0.0456099613,1.2184683541,Marketing,2.7784122174,1.6397323097,2,3.0790306938
586,Male,0.001406977,-1.251058179,1.6838400354,Artist,0.2288254155,0.1174680581,2,1.5184992736
587,Female,-1.405570009,1.2579309426,0.8604901377,Executive,1.5036188165,-0.897374776,1,2.1914270954
588,Female,0.1421046755,-0.523962927,-1.752750842,Lawyer,3.0333708976,-0.389953359,1,2.9852958518
589,Female,0.4938489219,-1.269597939,-0.929400944,Healthcare,2.0135361769,0.6248894753,3,2.5753738526
590,Female,-0.104116297,0.8261600627,-1.323176982,Healthcare,1.7585774967,0.6248894753,1,1.8672919296
591,Male,-0.244813995,0.8571179627,0.03714024,Artist,2.7784122174,-0.389953359,1,2.4556117964
592,Female,0.8455931683,-0.184431722,-0.714614014,Entertainment,0.7387427759,0.6248894753,3,1.0871092875
593,Male,0.9159420176,1.4797740292,-1.251581339,Executive,1.5036188165,1.6397323097,3,2.787826355
594,Female,0.001406977,-0.589070713,-0.356635798,Doctor,2.7784122174,-1.404796194,1,2.7819097528
595,Female,1.654604935,1.6187129092,0.9320857809,Engineer,0.9937014561,0.6248894753,4,2.4269527159
596,Female,0.1069302509,-0.883914102,1.325861819,Executive,2.5234535373,-0.389953359,2,2.7783706516
597,Female,-1.194523461,-1.138901381,0.0013424183,Entertainment,0.2288254155,1.6397323097,2,1.5291809498
598,Male,1.4787328118,-0.281000256,-0.39243362,Entertainment,2.7784122174,1.6397323097,3,3.4118651468
599,Male,-0.948302488,-1.00623716,-0.786209658,Entertainment,0.7387427759,-0.389953359,1,1.5310843753
600,Male,0.4586744973,-0.851272757,1.2900639973,Healthcare,0.9937014561,-1.404796194,4,1.9593633393
601,Male,-0.27998842,-0.746942885,1.2184683541,Doctor,3.0333708976,-1.404796194,2,3.531588749
602,Male,0.4235000726,0.3418963031,-1.108390053,,1.7585774967,0.1174680581,1,1.8249936878
603,Female,0.775244319,0.946121925,-0.678816193,Artist,0.7387427759,1.6397323097,3,1.9279813876
604,Female,1.4787328118,-0.896638324,0.9678836026,Lawyer,3.2883295778,1.1323108925,2,3.9269107889
605,Female,1.5842560857,-0.556779175,0.6099053862,Executive,0.7387427759,1.1323108925,3,2.0718542165
606,Female,-1.616616556,0.9867213743,-0.714614014,Healthcare,2.2684948571,-0.389953359,1,1.9764378142
607,Female,-1.194523461,-0.247287627,0.7530966727,Artist,0.9937014561,1.6397323097,2,1.5625640976
608,Female,1.654604935,0.7591939275,0.2161293482,Executive,-0.536050625,-1.404796194,4,1.5891708573
609,Male,-1.300046735,0.1598000117,0.9320857809,Artist,1.2486601363,-0.897374776,2,2.0063095273
610,Female,-0.913128064,-0.808333975,1.1468727108,Doctor,-1.045967986,1.6397323097,2,1.7853345562
611,Male,1.5842560857,-0.451465472,-1.215783517,Artist,0.2288254155,1.6397323097,3,1.6209922258
612,Female,-1.475918858,-0.782776217,-1.394772626,Artist,-1.045967986,1.1323108925,3,2.4740724938
613,Female,0.8807675929,-0.205070322,-0.535624906,Lawyer,-1.045967986,0.6248894753,3,0.7863308875
614,Female,0.1069302509,-0.366965272,1.0752770675,Healthcare,1.2486601363,-0.897374776,4,1.7075330031
615,Male,-0.350337269,0.5224621898,-1.000996588,Engineer,-0.791009305,1.1323108925,3,1.4792047237
616,Male,0.8104187437,-0.194007682,0.6815010295,Healthcare,0.9937014561,1.1323108925,2,1.9041172094
617,Female,0.2124535248,1.1974143698,-0.141848868,Artist,1.5036188165,0.1174680581,1,1.7673253832
618,Male,-0.702081516,0.5509277165,0.824692316,Lawyer,0.2288254155,-1.404796194,4,1.4998328742
619,Male,-0.385511694,-0.161257023,-1.108390053,Marketing,-0.791009305,1.1323108925,3,1.3299665372
620,Female,-0.174465146,-0.776938816,1.0036814242,Artist,-0.791009305,-0.389953359,2,1.4515153145
621,Male,0.3179767987,0.270032873,-0.249242333,Entertainment,0.4837840957,0.6248894753,3,1.128318833
622,Male,0.9862908669,-0.805601109,-0.750411836,Healthcare,-0.791009305,-0.897374776,3,1.6606435766
623,Female,0.2476279495,-0.427459981,0.3593206347,Entertainment,-0.791009305,1.6397323097,3,1.6831654611
624,Male,1.0566397161,-0.535572139,0.03714024,Artist,-1.045967986,-0.897374776,4,1.5479920928
625,Female,1.6897793596,-0.31333552,-1.681155199,Doctor,-0.791009305,1.6397323097,3,1.8299444951
626,Male,1.0214652915,-0.593202806,-1.394772626,Healthcare,-0.791009305,1.1323108925,3,1.1131921821
627,Female,1.4787328118,-0.616464957,-0.034455403,Healthcare,-1.045967986,-1.404796194,4,1.9658782728
628,Male,-0.491034968,-0.4045695,-1.537963912,Lawyer,-1.045967986,0.6248894753,3,1.5778528505
629,Female,-0.209639571,0.8682243279,-0.857805301,Artist,2.2684948571,0.1174680581,1,1.9316880595
630,Female,-0.420686119,0.8387312439,1.1468727108,Lawyer,-0.791009305,-0.897374776,4,1.3218196338
631,Male,0.4938489219,0.0628160823,-0.320837976,Artist,-0.281091945,-0.389953359,4,1.0590344096
632,Female,-1.159349036,-0.368998523,1.1110748891,Healthcare,-1.045967986,1.6397323097,2,1.8073566733
633,Male,-0.596558242,0.1650252505,1.4690531055,Artist,-1.045967986,0.6248894753,2,1.6401133062
634,Male,1.4787328118,-0.353213493,1.3974574623,Artist,-1.045967986,-1.404796194,4,1.8614392533
635,Female,-0.561383817,0.4050145638,0.6815010295,Executive,0.4837840957,-0.389953359,4,1.2441456483
636,Female,0.2828023741,-0.882361834,-1.466368269,Healthcare,-0.536050625,1.1323108925,3,1.2104154295
637,Female,-0.209639571,-0.724358485,0.5383097429,Healthcare,-1.045967986,-1.404796194,4,1.7561872104
638,Female,-0.80760479,0.0650461005,1.6480422137,Entertainment,-1.045967986,0.6248894753,2,1.7010450742
639,Female,0.3531512234,1.7258630982,-1.537963912,Doctor,-1.045967986,1.6397323097,3,2.4956568261
640,Female,0.4235000726,0.7094120503,0.2519271698,Artist,-1.045967986,0.6248894753,3,1.5658760994
641,Female,0.3531512234,1.4026853603,-1.323176982,Marketing,-0.281091945,0.1174680581,3,1.8073511253
642,Male,0.5993721958,0.2327347252,-1.144187874,,0.7387427759,1.6397323097,3,1.6410579863
643,Male,-0.80760479,0.9647054101,-1.358974804,Healthcare,-1.045967986,1.6397323097,3,2.3732452818
644,Female,0.6345466205,1.0978068895,0.0013424183,Healthcare,-1.045967986,0.6248894753,3,1.6847455017
645,Female,1.267686264,0.1929442041,-0.571422728,Artist,-1.045967986,-0.897374776,4,1.7453132639
646,Female,0.9511164422,1.6705280384,-0.643018371,Doctor,-1.045967986,1.6397323097,3,2.3237244189
647,Female,0.2828023741,-0.289985917,-1.036794409,Artist,-1.045967986,-1.404796194,3,2.1370714967
648,Female,0.9862908669,1.0848203129,0.9320857809,Lawyer,0.9937014561,0.6248894753,4,1.9248776317
649,Female,0.5993721958,1.4843871061,1.5406487488,Healthcare,-0.791009305,-0.897374776,4,1.588482122
650,Female,0.001406977,1.2998858931,1.0394792459,Lawyer,-0.791009305,1.1323108925,4,2.15826962
651,Female,-0.455860543,1.2084770092,-0.39243362,Doctor,-0.791009305,0.1174680581,1,1.7159130234
652,Male,0.8807675929,-0.414036146,1.1468727108,Entertainment,-1.045967986,1.6397323097,3,2.3193449187
653,Female,-1.159349036,1.712745344,1.2542661757,Artist,0.4837840957,-0.389953359,4,2.3069445229
654,Male,-0.772430365,0.9179187534,-1.287379161,Executive,-0.791009305,1.1323108925,3,2.0470420625
655,Female,-1.616616556,1.0454233244,1.6838400354,Executive,-1.045967986,-0.389953359,2,2.5750772778
656,Male,-0.631732667,0.5144603598,1.5406487488,Marketing,-0.791009305,-0.389953359,4,1.5683336838
657,Female,-0.666907091,0.8199509924,-0.822007479,Executive,-0.791009305,-1.404796194,1,1.6674645078
658,Male,1.5842560857,1.3324397865,1.0752770675,Artist,-1.045967986,1.1323108925,4,2.4758889699
659,Female,-0.631732667,1.7209220775,-0.464029263,Artist,-0.791009305,1.1323108925,1,2.4606989754
660,Male,0.001406977,-0.089612222,0.0729380616,Artist,-1.045967986,-0.389953359,4,1.2667008096
661,Male,0.001406977,-0.648188059,-0.106051047,Executive,0.4837840957,0.6248894753,2,1.0848619126
662,Male,0.1421046755,0.8313853015,0.03714024,Doctor,0.7387427759,1.6397323097,3,2.0788713343
663,Female,-1.616616556,0.1509892535,1.5764465705,Healthcare,-0.536050625,1.6397323097,2,2.0165105142
664,Female,1.4787328118,1.067023893,-0.499827085,Doctor,-0.026133265,-1.404796194,4,1.876133122
665,Male,-0.80760479,-0.682250494,-1.609559555,Marketing,1.2486601363,1.6397323097,3,2.599533223
666,Male,-0.73725594,-0.20371482,0.4667140996,,0.9937014561,-1.404796194,1,1.7695724983
667,Female,1.5139072364,-0.026515824,0.7530966727,Entertainment,-0.791009305,0.1174680581,4,1.4643189852
668,Female,0.3531512234,1.0089341047,0.6815010295,Artist,-1.045967986,1.6397323097,3,2.3159527847
669,Male,-1.194523461,1.0176355484,0.2519271698,Artist,-1.045967986,1.1323108925,2,2.1538486062
670,Female,-0.913128064,0.7473660858,1.1826705324,Engineer,-0.791009305,1.6397323097,2,2.0680979236
671,Male,0.1772791002,-1.127445209,1.7554356787,Marketing,-0.281091945,-0.389953359,2,1.8357219899
672,Female,1.5490816611,-0.366003303,-0.070253225,Artist,-0.791009305,-0.389953359,3,1.5424749335
673,Female,0.5641977712,-1.145919379,-0.213444512,Doctor,-0.791009305,-1.404796194,4,2.0206321852
674,Female,-1.26487231,1.5315891584,1.325861819,Lawyer,-0.791009305,0.6248894753,2,2.451435739
675,Male,0.775244319,-0.570837035,-0.213444512,Doctor,-1.045967986,1.1323108925,3,1.1282724702
676,Male,-1.686965406,-0.394796773,0.2877249914,Artist,0.9937014561,0.1174680581,2,1.384224562
677,Female,0.2828023741,-0.506756806,1.5406487488,Artist,-0.791009305,-1.404796194,4,1.6091601781
678,Male,-1.229697885,-0.799260862,1.0036814242,Entertainment,-0.791009305,-0.897374776,2,1.7932779013
679,Female,0.9862908669,1.5325729899,-0.643018371,Healthcare,-0.791009305,-0.897374776,4,1.9557461073
680,Female,1.4083839625,0.5829787626,-0.643018371,Doctor,-0.791009305,1.6397323097,3,1.6231205761
681,Male,-1.124174611,-0.318713799,1.7554356787,Artist,-0.791009305,0.1174680581,2,1.5890511377
682,Male,1.3028606886,1.3499301255,0.6457032078,Entertainment,-0.791009305,-0.389953359,4,1.4489854324
683,Male,-0.244813995,-1.110151636,-0.499827085,Executive,-0.026133265,0.1174680581,2,1.3856940184
684,Female,-0.702081516,0.0329731914,1.5764465705,Entertainment,-1.045967986,0.1174680581,2,1.6732908152
685,Female,0.1772791002,0.7640474965,-0.571422728,Artist,-1.045967986,-0.897374776,4,1.6272525573
686,Male,1.654604935,0.558229933,-0.070253225,Artist,2.0135361769,0.6248894753,3,2.7498723704
687,Female,0.3179767987,-0.78406613,-1.394772626,Healthcare,-1.045967986,-0.389953359,3,1.4978483151
688,Female,0.1069302509,-0.028570939,-0.17764669,Engineer,-1.045967986,-1.404796194,4,1.555327478
689,Female,-1.616616556,0.3341349652,0.2161293482,Healthcare,-1.045967986,-1.404796194,1,2.2817921608
690,Female,-1.26487231,1.0104863723,0.5383097429,Healthcare,-0.026133265,1.6397323097,2,2.0298405552
691,Female,-1.616616556,0.3594303679,0.6099053862,Healthcare,-0.791009305,-0.897374776,2,2.0860228395
692,Male,1.4083839625,0.0678226918,-1.036794409,Doctor,-1.045967986,-0.389953359,3,1.4626689272
693,Male,1.1973374147,0.4650938781,-1.752750842,Entertainment,-1.045967986,0.6248894753,3,1.5176433671
694,Female,1.0918141408,1.3247003115,0.9678836026,Lawyer,1.5036188165,0.1174680581,4,2.1679566345
695,Female,0.8807675929,-0.401771046,1.2900639973,Entertainment,-0.791009305,0.1174680581,4,1.4305426766
696,Male,-0.244813995,-1.087676551,-1.71695302,Healthcare,-1.045967986,0.6248894753,3,1.7350205899
697,Female,1.4787328118,-1.289689966,-0.643018371,Artist,0.9937014561,-0.389953359,3,2.1097720929
698,Female,-0.631732667,0.6095422149,0.7172988511,Executive,1.2486601363,-0.897374776,1,1.7239478911
699,Male,-1.440744433,1.0361097189,1.1826705324,Artist,-0.791009305,-1.404796194,4,2.3323197599
700,Male,0.5290233466,1.1793555949,0.5025119213,Executive,-1.045967986,0.6248894753,4,1.7287665587
701,Female,-0.27998842,1.3587846096,-0.857805301,Healthcare,0.9937014561,1.6397323097,1,2.382438692
702,Female,0.4586744973,-0.887915017,1.5048509272,Artist,-1.045967986,-1.404796194,4,1.9186508279
703,Male,-0.27998842,0.0714082113,-0.893603123,Healthcare,0.7387427759,1.6397323097,3,1.8182605039
704,Male,-0.948302488,0.0716924293,-0.39243362,,0.2288254155,1.6397323097,2,1.6776412315
705,Male,-1.546267707,-1.168941038,1.3616596406,Entertainment,0.7387427759,1.6397323097,2,1.8405061604
706,Female,-0.385511694,0.4343108815,-1.752750842,Artist,0.4837840957,-1.404796194,1,1.3822561227
707,Female,1.3732095379,0.2375445684,-1.573761734,Engineer,-1.045967986,0.6248894753,3,1.3908368767
708,Male,0.2476279495,-0.164449009,1.7554356787,Artist,0.4837840957,1.1323108925,2,1.7173726301
709,Male,-0.068941872,-0.971234619,-1.537963912,Executive,-1.045967986,0.1174680581,3,1.5510324614
710,Male,-1.581442132,0.669096819,1.5048509272,Homemaker,-0.536050625,-1.404796194,4,2.4124945222
711,Male,1.16216299,0.9379233286,0.8962879593,Entertainment,1.2486601363,1.6397323097,4,2.8081114865
712,Female,-0.631732667,-0.988462603,0.7172988511,Lawyer,-0.791009305,-0.897374776,2,1.7166269318
713,Female,0.7048954697,0.9288502153,1.1468727108,Healthcare,-0.791009305,1.1323108925,4,2.0036732026
714,Male,0.4586744973,-0.392741659,0.8604901377,Doctor,-0.791009305,-1.404796194,4,1.2804097799
715,Female,0.1772791002,0.4725272721,-1.466368269,Artist,-1.045967986,-0.897374776,3,1.9612688783
716,Female,0.388325648,1.6470909842,-0.070253225,Marketing,-0.791009305,-0.897374776,4,1.6386071267
717,Female,-0.631732667,-1.244652343,-0.678816193,Artist,-0.791009305,1.6397323097,3,2.0239135147
718,Female,-1.124174611,-0.152883523,0.3951184563,Healthcare,0.4837840957,0.1174680581,2,0.7759777013
719,Female,-1.194523461,-1.315750571,-0.60722055,Healthcare,1.2486601363,1.6397323097,2,2.2154204208
720,Female,-0.420686119,0.7633697459,-1.072592231,Healthcare,0.7387427759,1.1323108925,1,1.7053721192
721,Male,-0.455860543,-0.546459875,-0.499827085,Executive,-1.045967986,-0.389953359,3,1.673090054
722,Female,-0.772430365,-0.235722141,-1.108390053,Entertainment,-1.045967986,0.1174680581,3,1.6943554539
723,Female,-1.335221159,-0.601488854,-1.072592231,Engineer,0.7387427759,0.1174680581,1,1.4180957797
724,Male,1.1973374147,-0.815964135,-0.034455403,Entertainment,0.9937014561,0.6248894753,3,1.7036534938
725,Female,0.775244319,-1.014916741,-0.285040155,Marketing,-0.536050625,-1.404796194,4,1.9138324368
